country,year,start,end,protest_duration,region,location,participants_category,protesterdemand1,stateresponse1,total protests
Germany,2017,2017-09-25,2017-09-25,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2017,2017-10-02,2017-10-02,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2017,2017-10-09,2017-10-09,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2017,2017-10-16,2017-10-16,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2017,2017-10-23,2017-10-23,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2017,2017-10-28,2017-10-28,0 days,Europe,Dresden,2000-4999,"political behavior, process",ignore,117
Germany,2017,2017-10-30,2017-10-30,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2017,2017-11-03,2017-11-03,0 days,Europe,Gottingen,50-99,social restrictions,accomodation,117
Germany,2017,2017-11-05,2017-11-05,0 days,Europe,Kerpen,2000-4999,labor wage dispute,crowd dispersal,117
Germany,2017,2017-11-06,2017-11-06,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2017,2017-11-13,2017-11-13,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2017,2017-11-20,2017-11-20,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2017,2017-11-27,2017-11-27,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2017,2017-12-04,2017-12-04,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2017,2017-12-11,2017-12-11,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2017,2017-12-18,2017-12-18,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2017,2017-12-25,2017-12-25,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2018,2018-01-01,2018-01-01,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2018,2018-01-08,2018-01-08,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2018,2018-01-15,2018-01-15,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2018,2018-01-22,2018-01-22,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2018,2018-01-29,2018-01-29,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2018,2018-02-05,2018-02-05,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2018,2018-02-12,2018-02-12,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2018,2018-02-19,2018-02-19,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2018,2018-02-26,2018-02-26,0 days,Europe,Stuttgart,50-99,land farm issue,ignore,117
Germany,2018,2018-03-01,2018-03-06,5 days,Europe,Hambach Forest,50-99,land farm issue,ignore,117
Germany,2018,2018-03-15,2018-03-28,13 days,Europe,Berlin,50-99,social restrictions,ignore,117
Germany,2018,2018-04-25,2018-04-25,0 days,Europe,Berlin; Cologne; Erfurt; Potsdam,2000-4999,"political behavior, process",ignore,117
Germany,2018,2018-05-27,2018-05-27,0 days,Europe,Berlin,>10000,"political behavior, process",ignore,117
Germany,2018,2018-05-27,2018-05-27,0 days,Europe,Berlin,5000-10000,"political behavior, process",ignore,117
Germany,2018,2018-08-25,2018-08-26,1 days,Europe,Chemnitz,5000-10000,"political behavior, process",crowd dispersal,117
Germany,2018,2018-08-30,2018-08-30,0 days,Europe,Chemnitz,50-99,"political behavior, process",crowd dispersal,117
Germany,2018,2018-09-01,2018-09-01,0 days,Europe,Chemnitz,2000-4999,"political behavior, process",crowd dispersal,117
Germany,2018,2018-09-01,2018-09-01,0 days,Europe,Chemnitz,5000-10000,"political behavior, process",crowd dispersal,117
Germany,2018,2018-09-09,2018-09-09,0 days,Europe,K then,2000-4999,"political behavior, process",crowd dispersal,117
Germany,2018,2018-09-14,2018-09-14,0 days,Europe,Hambach Forest,50-99,"political behavior, process",crowd dispersal,117
Germany,2018,2018-10-03,2018-10-03,0 days,Europe,Berlin,2000-4999,"political behavior, process",ignore,117
Germany,2018,2018-10-04,2018-10-04,0 days,Europe,Munich,>10000,"political behavior, process",ignore,117
Germany,2018,2018-10-13,2018-10-13,0 days,Europe,Berlin,>10000,"political behavior, process",ignore,117
Poland,2016,2016-01-23,2016-01-23,0 days,Europe,"National, Warsaw",>10000,"political behavior, process",ignore,22
Poland,2016,2016-03-01,2016-03-01,0 days,Europe,Warsaw,2000-4999,"political behavior, process",ignore,22
Poland,2016,2016-05-07,2016-05-07,0 days,Europe,Warsaw,2000-4999,"political behavior, process",ignore,22
Poland,2016,2016-10-03,2016-10-03,0 days,Europe,Castle Square Warsaw National,>10000,"political behavior, process",accomodation,22
Poland,2016,2016-10-23,2016-10-23,0 days,Europe,Warsaw,2000-4999,"political behavior, process",ignore,22
Poland,2016,2016-12-03,2016-12-03,0 days,Europe,Warsaw,50-99,"political behavior, process",ignore,22
Poland,2016,2016-12-13,2016-12-13,0 days,Europe,Warsaw,50-99,"political behavior, process",ignore,22
Poland,2016,2016-12-17,2016-12-17,0 days,Europe,"Warsaw, National",2000-4999,"political behavior, process",crowd dispersal,22
Poland,2016,2016-12-18,2016-12-18,0 days,Europe,Warsaw,2000-4999,"political behavior, process",ignore,22
Poland,2017,2017-06-04,2017-06-10,6 days,Europe,Postolowo,50-99,land farm issue,ignore,22
Poland,2017,2017-06-25,2017-06-25,0 days,Europe,Warsaw,100-999,"political behavior, process",ignore,22
Poland,2017,2017-07-16,2017-07-22,6 days,Europe,Warsaw; national,>10000,"political behavior, process",accomodation,22
Poland,2017,2017-11-11,2017-11-11,0 days,Europe,Warsaw,>10000,social restrictions,ignore,22
Poland,2017,2017-11-24,2017-11-24,0 days,Europe,Warsaw; national,5000-10000,"political behavior, process",ignore,22
Poland,2017,2017-12-08,2017-12-08,0 days,Europe,Warsaw,100-999,"political behavior, process",ignore,22
Poland,2018,2018-01-17,2018-01-17,0 days,Europe,national,>10000,social restrictions,ignore,22
Poland,2018,2018-02-10,2018-02-10,0 days,Europe,Warsaw,50-99,"political behavior, process",ignore,22
Poland,2018,2018-03-23,2018-03-23,0 days,Europe,Warsaw,5000-10000,social restrictions,ignore,22
Poland,2018,2018-07-03,2018-07-05,2 days,Europe,Warsaw; national,>10000,"political behavior, process",ignore,22
Poland,2018,2018-08-15,2018-08-15,0 days,Europe,Warsaw,2000-4999,"political behavior, process",ignore,22
Poland,2018,2018-09-15,2018-09-15,0 days,Europe,Warsaw,2000-4999,"political behavior, process",ignore,22
Poland,2018,2018-10-15,2018-10-15,0 days,Europe,Warsaw,2000-4999,"political behavior, process",ignore,22
Hungary,2016,2016-07-22,2016-07-22,0 days,Europe,Budapest,100-999,"political behavior, process",ignore,14
Hungary,2016,2016-10-16,2016-10-16,0 days,Europe,Budapest,100-999,"political behavior, process",ignore,14
Hungary,2017,2017-04-04,2017-04-04,0 days,Europe,Budapest,5000-10000,"political behavior, process",ignore,14
Hungary,2017,2017-04-09,2017-04-09,0 days,Europe,Budapest; national,>10000,"political behavior, process",ignore,14
Hungary,2017,2017-04-12,2017-04-15,3 days,Europe,Budapest,>10000,"political behavior, process",ignore,14
Hungary,2017,2017-05-21,2017-05-21,0 days,Europe,Budapest,5000-10000,"political behavior, process",ignore,14
Hungary,2018,2018-03-11,2018-03-11,0 days,Europe,Budapest,>10000,social restrictions,ignore,14
Hungary,2018,2018-04-07,2018-04-07,0 days,Europe,Budapest,100-999,removal of politician,ignore,14
Hungary,2018,2018-04-14,2018-04-14,0 days,Europe,Budapest; national,>10000,removal of politician,ignore,14
Hungary,2018,2018-05-10,2018-05-10,0 days,Europe,Budapest,50-99,removal of politician,ignore,14
Hungary,2018,2018-12-12,2018-12-14,2 days,Europe,Budapest,5000-10000,"political behavior, process",crowd dispersal,14
Hungary,2018,2018-12-15,2018-12-15,0 days,Europe,Budapest,>10000,"political behavior, process",crowd dispersal,14
Hungary,2018,2018-12-16,2018-12-16,0 days,Europe,Budapest,5000-10000,"political behavior, process",crowd dispersal,14
Hungary,2018,2018-12-21,2018-12-21,0 days,Europe,Budapest,5000-10000,"political behavior, process",crowd dispersal,14
Czech Republic,2017,2017-05-01,2017-05-01,0 days,Europe,Brno,100-999,"political behavior, process",ignore,8
Czech Republic,2017,2017-12-15,2017-12-16,1 days,Europe,Prague,100-999,"political behavior, process",ignore,8
Czech Republic,2018,2018-03-05,2018-03-05,0 days,Europe,Prague; national,>10000,"political behavior, process",ignore,8
Czech Republic,2018,2018-03-14,2018-03-14,0 days,Europe,Prague; national,2000-4999,"political behavior, process",ignore,8
Czech Republic,2018,2018-04-09,2018-04-09,0 days,Europe,national,>10000,removal of politician,ignore,8
Czech Republic,2018,2018-07-01,2018-07-01,0 days,Europe,Prague,2000-4999,"political behavior, process",ignore,8
Czech Republic,2018,2018-07-11,2018-07-11,0 days,Europe,Prague,100-999,"political behavior, process",ignore,8
Czech Republic,2018,2018-08-21,2018-08-21,0 days,Europe,Prague,100-999,"political behavior, process",ignore,8
Slovak Republic,2017,2017-05-18,2017-05-18,0 days,Europe,Bratislava,5000-10000,"political behavior, process",ignore,14
Slovak Republic,2018,2018-03-02,2018-03-02,0 days,Europe,Bratislava; national,>10000,"political behavior, process",ignore,14
Slovak Republic,2018,2018-03-09,2018-03-09,0 days,Europe,Bratislava; national,>10000,"political behavior, process",accomodation,14
Slovak Republic,2018,2018-03-16,2018-03-16,0 days,Europe,Bratislava; national,>10000,"political behavior, process",accomodation,14
Slovak Republic,2018,2018-03-23,2018-03-23,0 days,Europe,Bratislava,>10000,"political behavior, process",ignore,14
Slovak Republic,2018,2018-04-13,2018-04-13,0 days,Europe,Bratislava,5000-10000,police brutality,ignore,14
Slovak Republic,2018,2018-04-15,2018-04-15,0 days,Europe,Bratislava,>10000,removal of politician,ignore,14
Slovak Republic,2018,2018-04-27,2018-04-27,0 days,Europe,Bratislava,5000-10000,police brutality,ignore,14
Slovak Republic,2018,2018-05-11,2018-05-11,0 days,Europe,Bratislava,5000-10000,police brutality,ignore,14
Slovak Republic,2018,2018-05-25,2018-05-25,0 days,Europe,Bratislava,5000-10000,police brutality,ignore,14
Slovak Republic,2018,2018-06-19,2018-06-19,0 days,Europe,Bratislava,100-999,land farm issue,ignore,14
Slovak Republic,2018,2018-06-22,2018-06-22,0 days,Europe,Bratislava,5000-10000,police brutality,ignore,14
Slovak Republic,2018,2018-11-16,2018-11-16,0 days,Europe,Bratislava,>10000,police brutality,ignore,14
Slovak Republic,2018,2018-12-03,2018-12-03,0 days,Europe,Bratislava,100-999,police brutality,accomodation,14
Italy,2016,2016-01-16,2016-01-16,0 days,Europe,national,>10000,social restrictions,ignore,26
Italy,2016,2016-01-30,2016-01-30,0 days,Europe,"Circus Maximus, Rome",5000-10000,social restrictions,ignore,26
Italy,2016,2016-02-24,2016-02-24,0 days,Europe,Rome,50-99,social restrictions,ignore,26
Italy,2016,2016-03-01,2016-03-01,0 days,Europe,"San Vitaliano, Italy",50-99,"price increases, tax policy",ignore,26
Italy,2016,2016-06-11,2016-06-11,0 days,Europe,national; international,2000-4999,social restrictions,ignore,26
Italy,2016,2016-10-15,2016-10-15,0 days,Europe,"Gorino, Italy",100-999,"political behavior, process",ignore,26
Italy,2016,2016-11-27,2016-11-27,0 days,Europe,"Piazza del Popolo, Rome",>10000,"political behavior, process",ignore,26
Italy,2016,2016-12-01,2016-12-01,0 days,Europe,"Naples, Italy",100-999,"political behavior, process",ignore,26
Italy,2016,2016-12-02,2016-12-02,0 days,Europe,"Palermo, Italy",50-99,"political behavior, process",ignore,26
Italy,2017,2017-03-24,2017-04-06,13 days,Europe,Rome,100-999,land farm issue,accomodation,26
Italy,2017,2017-03-28,2017-03-28,0 days,Europe,"Melendugno, Puglia",100-999,land farm issue,crowd dispersal,26
Italy,2017,2017-05-01,2017-05-01,0 days,Europe,Rome,50-99,social restrictions,ignore,26
Italy,2017,2017-06-29,2017-06-29,0 days,Europe,Rome,50-99,labor wage dispute,ignore,26
Italy,2017,2017-07-02,2017-07-02,0 days,Europe,Venice,2000-4999,social restrictions,ignore,26
Italy,2017,2017-07-15,2017-07-22,7 days,Europe,Sicily,50-99,land farm issue,ignore,26
Italy,2017,2017-08-26,2017-08-27,1 days,Europe,Rome,5000-10000,land farm issue,crowd dispersal,26
Italy,2017,2017-11-10,2017-11-10,0 days,Europe,Ostia,50-99,police brutality,ignore,26
Italy,2018,2018-01-01,2018-01-09,8 days,Europe,national,100-999,social restrictions,ignore,26
Italy,2018,2018-02-09,2018-02-09,0 days,Europe,Turin,50-99,social restrictions,ignore,26
Italy,2018,2018-02-16,2018-02-16,0 days,Europe,Bologna,50-99,social restrictions,crowd dispersal,26
Italy,2018,2018-02-24,2018-02-24,0 days,Europe,Rome,2000-4999,social restrictions,ignore,26
Italy,2018,2018-08-08,2018-08-08,0 days,Europe,Foggia,100-999,labor wage dispute,ignore,26
Italy,2018,2018-10-02,2018-10-02,0 days,Europe,Vatican,50-99,"political behavior, process",ignore,26
Italy,2018,2018-10-27,2018-10-27,0 days,Europe,Rome,5000-10000,land farm issue,ignore,26
Italy,2018,2018-11-25,2018-11-25,0 days,Europe,national; global,5000-10000,"political behavior, process",ignore,26
Italy,2018,2018-12-29,2018-12-29,0 days,Europe,Rome,100-999,land farm issue,ignore,26
Albania,2017,2017-05-13,2017-05-13,0 days,Europe,Tirana,2000-4999,"political behavior, process",ignore,13
Albania,2017,2017-12-18,2017-12-18,0 days,Europe,Tirana,2000-4999,"political behavior, process",crowd dispersal,13
Albania,2018,2018-04-05,2018-04-05,0 days,Europe,national,100-999,"price increases, tax policy",ignore,13
Albania,2018,2018-05-26,2018-05-26,0 days,Europe,Tirana,>10000,removal of politician,crowd dispersal,13
Albania,2018,2018-11-22,2018-11-22,0 days,Europe,Tirana,100-999,land farm issue,crowd dispersal,13
Albania,2018,2018-12-04,2018-12-04,0 days,Europe,Tirana; national,2000-4999,"price increases, tax policy",ignore,13
Albania,2018,2018-12-05,2018-12-05,0 days,Europe,Tirana; national,2000-4999,"price increases, tax policy",ignore,13
Albania,2018,2018-12-06,2018-12-06,0 days,Europe,Tirana; national,2000-4999,"price increases, tax policy",ignore,13
Albania,2018,2018-12-07,2018-12-07,0 days,Europe,Tirana; national,2000-4999,"price increases, tax policy",ignore,13
Albania,2018,2018-12-08,2018-12-08,0 days,Europe,Tirana; national,2000-4999,"price increases, tax policy",ignore,13
Albania,2018,2018-12-09,2018-12-09,0 days,Europe,Tirana; national,2000-4999,"price increases, tax policy",ignore,13
Albania,2018,2018-12-10,2018-12-10,0 days,Europe,Tirana; national,2000-4999,"price increases, tax policy",ignore,13
Albania,2018,2018-12-11,2018-12-11,0 days,Europe,Tirana; national,2000-4999,"price increases, tax policy",ignore,13
Kosovo,2016,2016-01-09,2016-01-09,0 days,Europe,Pristina,>10000,removal of politician,crowd dispersal,6
Kosovo,2016,2016-02-17,2016-02-19,2 days,Europe,Pristina,5000-10000,removal of politician,crowd dispersal,6
Kosovo,2017,2017-10-10,2017-10-10,0 days,Europe,Pristina,100-999,social restrictions,ignore,6
Kosovo,2018,2018-09-29,2018-09-29,0 days,Europe,Pristina,5000-10000,"political behavior, process",ignore,6
Kosovo,2018,2018-11-23,2018-11-23,0 days,Europe,Mitrovica,5000-10000,police brutality,ignore,6
Kosovo,2018,2018-11-27,2018-11-27,0 days,Europe,Mitrovica,5000-10000,"political behavior, process",ignore,6
Serbia,2017,2017-04-03,2017-04-03,0 days,Europe,Belgrade,5000-10000,"political behavior, process",ignore,7
Serbia,2017,2017-06-24,2017-06-25,1 days,Europe,Belgrade,100-999,social restrictions,ignore,7
Serbia,2017,2017-09-17,2017-09-17,0 days,Europe,Belgrade,100-999,social restrictions,ignore,7
Serbia,2018,2018-12-08,2018-12-08,0 days,Europe,Belgrade,5000-10000,removal of politician,ignore,7
Serbia,2018,2018-12-15,2018-12-15,0 days,Europe,Belgrade,5000-10000,removal of politician,ignore,7
Serbia,2018,2018-12-22,2018-12-22,0 days,Europe,Belgrade,>10000,removal of politician,ignore,7
Serbia,2018,2018-12-29,2018-12-29,0 days,Europe,Belgrade,>10000,removal of politician,ignore,7
Macedonia,2016,2016-01-01,2016-01-15,14 days,Europe,Skopje,>10000,removal of politician,accomodation,12
Macedonia,2016,2016-04-12,2016-04-21,9 days,Europe,Skopje; national,5000-10000,"political behavior, process",accomodation,12
Macedonia,2017,2017-03-01,2017-03-05,4 days,Europe,Skopje,5000-10000,"political behavior, process",ignore,12
Macedonia,2017,2017-03-21,2017-03-21,0 days,Europe,Skopje; national,>10000,"political behavior, process",ignore,12
Macedonia,2017,2017-04-08,2017-04-08,0 days,Europe,Skopje,100-999,social restrictions,ignore,12
Macedonia,2017,2017-04-27,2017-04-28,1 days,Europe,Skopje,2000-4999,"political behavior, process",crowd dispersal,12
Macedonia,2018,2018-05-01,2018-05-01,0 days,Europe,Skopje,100-999,labor wage dispute,ignore,12
Macedonia,2018,2018-06-02,2018-06-02,0 days,Europe,Skopje,>10000,"political behavior, process",ignore,12
Macedonia,2018,2018-06-13,2018-06-13,0 days,Europe,Skopje,1000-1999,"political behavior, process",ignore,12
Macedonia,2018,2018-06-23,2018-06-23,0 days,Europe,Skopje,2000-4999,"political behavior, process",ignore,12
Macedonia,2018,2018-07-08,2018-07-08,0 days,Europe,Skopje,5000-10000,"political behavior, process",ignore,12
Macedonia,2018,2018-11-28,2018-11-28,0 days,Europe,Skopje,5000-10000,"political behavior, process",ignore,12
Croatia,2017,2017-07-15,2017-07-15,0 days,Europe,Split; Zagreb; Dubrovnik,100-999,labor wage dispute,ignore,7
Croatia,2018,2018-04-12,2018-04-12,0 days,Europe,Split,>10000,social restrictions,ignore,7
Croatia,2018,2018-05-19,2018-05-19,0 days,Europe,Zagreb; Split; Rijeka,>10000,social restrictions,ignore,7
Croatia,2018,2018-06-09,2018-06-09,0 days,Europe,Zagreb,5000-10000,social restrictions,ignore,7
Croatia,2018,2018-08-27,2018-08-27,0 days,Europe,Zagreb,100-999,labor wage dispute,ignore,7
Croatia,2018,2018-10-13,2018-10-13,0 days,Europe,Vukovar,2000-4999,"political behavior, process",ignore,7
Croatia,2018,2018-10-15,2018-10-15,0 days,Europe,Zagreb,100-999,labor wage dispute,ignore,7
Bosnia,2018,2018-05-04,2018-05-04,0 days,Europe,Sarajevo,100-999,"political behavior, process",ignore,11
Bosnia,2018,2018-05-10,2018-05-10,0 days,Europe,Banja Luka,2000-4999,police brutality,ignore,11
Bosnia,2018,2018-05-15,2018-05-15,0 days,Europe,Sarajevo; Banja Luka,5000-10000,police brutality,ignore,11
Bosnia,2018,2018-07-07,2018-07-07,0 days,Europe,Banja Luka,5000-10000,police brutality,ignore,11
Bosnia,2018,2018-08-27,2018-08-27,0 days,Europe,Banja Luka,100-999,police brutality,ignore,11
Bosnia,2018,2018-09-05,2018-09-05,0 days,Europe,Sarajevo,100-999,"political behavior, process",crowd dispersal,11
Bosnia,2018,2018-10-05,2018-10-06,1 days,Europe,Banja Luka,2000-4999,police brutality,ignore,11
Bosnia,2018,2018-10-11,2018-10-11,0 days,Europe,Mostar,5000-10000,"political behavior, process",ignore,11
Bosnia,2018,2018-12-25,2019-01-08,14 days,Europe,Banja Luka,100-999,police brutality,accomodation,11
Bosnia,2018,2018-12-26,2018-12-26,0 days,Europe,Banja Luka,1000-1999,police brutality,ignore,11
Bosnia,2018,2018-12-30,2018-12-30,0 days,Europe,Banja Luka,5000-10000,police brutality,crowd dispersal,11
Greece,2016,2016-01-02,2016-01-02,0 days,Europe,Corinth,50-99,"political behavior, process",ignore,34
Greece,2016,2016-01-09,2016-01-09,0 days,Europe,Athens,100-999,labor wage dispute,ignore,34
Greece,2016,2016-01-21,2016-01-21,0 days,Europe,National,1000-1999,labor wage dispute,ignore,34
Greece,2016,2016-02-04,2016-02-04,0 days,Europe,National,>10000,labor wage dispute,crowd dispersal,34
Greece,2016,2016-02-06,2016-02-06,0 days,Europe,Diavata,50-99,"political behavior, process",ignore,34
Greece,2016,2016-02-12,2016-02-12,0 days,Europe,Athens,50-99,labor wage dispute,crowd dispersal,34
Greece,2016,2016-02-14,2016-02-14,0 days,Europe,athens,50-99,"price increases, tax policy",ignore,34
Greece,2016,2016-02-14,2016-02-14,0 days,Europe,Kos,100-999,"political behavior, process",crowd dispersal,34
Greece,2016,2016-04-01,2016-04-01,0 days,Europe,Chios,100-999,"political behavior, process",crowd dispersal,34
Greece,2016,2016-04-02,2016-04-02,0 days,Europe,Idomeni,100-999,"political behavior, process",ignore,34
Greece,2016,2016-05-08,2016-05-08,0 days,Europe,Athens,>10000,"political behavior, process",crowd dispersal,34
Greece,2016,2016-05-22,2016-05-22,0 days,Europe,Athens,100-999,"political behavior, process",ignore,34
Greece,2016,2016-06-07,2016-06-07,0 days,Europe,Chios,50-99,"political behavior, process",ignore,34
Greece,2016,2016-06-15,2016-06-15,0 days,Europe,Athens,2000-4999,"political behavior, process",ignore,34
Greece,2016,2016-07-11,2016-07-11,0 days,Europe,Leros,100-999,"political behavior, process",ignore,34
Greece,2016,2016-09-03,2016-09-03,0 days,Europe,Athens,50-99,"political behavior, process",ignore,34
Greece,2016,2016-09-09,2016-09-09,0 days,Europe,Thessaloniki,50-99,"political behavior, process",ignore,34
Greece,2016,2016-09-10,2016-09-10,0 days,Europe,Athens,2000-4999,"price increases, tax policy",ignore,34
Greece,2016,2016-09-10,2016-09-10,0 days,Europe,Thessaloniki,>10000,"price increases, tax policy",ignore,34
Greece,2016,2016-09-14,2016-09-14,0 days,Europe,Chios,50-99,"political behavior, process",ignore,34
Greece,2016,2016-09-20,2016-09-20,0 days,Europe,Lesbos,50-99,"political behavior, process",ignore,34
Greece,2016,2016-09-27,2016-09-27,0 days,Europe,Athens,100-999,"political behavior, process",ignore,34
Greece,2016,2016-10-04,2016-10-04,0 days,Europe,Athens,1000-1999,"political behavior, process",crowd dispersal,34
Greece,2017,2017-02-22,2017-02-22,0 days,Europe,"Oraiokastro, Thessaloniki",100-999,"political behavior, process",crowd dispersal,34
Greece,2017,2017-05-01,2017-05-01,0 days,Europe,Athens,5000-10000,labor wage dispute,ignore,34
Greece,2017,2017-05-16,2017-05-17,1 days,Europe,Athens; national,>10000,labor wage dispute,ignore,34
Greece,2017,2017-05-18,2017-05-19,1 days,Europe,Athens; national,>10000,labor wage dispute,ignore,34
Greece,2017,2017-06-09,2017-06-09,0 days,Europe,Athens,5000-10000,labor wage dispute,ignore,34
Greece,2017,2017-06-15,2017-06-29,14 days,Europe,Athens,1000-1999,labor wage dispute,ignore,34
Greece,2017,2017-09-08,2017-09-08,0 days,Europe,Thessaloniki,100-999,labor wage dispute,ignore,34
Greece,2018,2018-01-15,2018-01-15,0 days,Europe,Athens,>10000,labor wage dispute,crowd dispersal,34
Greece,2018,2018-02-04,2018-02-04,0 days,Europe,Athens; Thessaloniki,>10000,"political behavior, process",ignore,34
Greece,2018,2018-06-06,2018-06-06,0 days,Europe,Pella,5000-10000,"political behavior, process",ignore,34
Greece,2018,2018-06-15,2018-06-16,1 days,Europe,Athens,5000-10000,"political behavior, process",crowd dispersal,34
Cyprus,2018,2018-04-26,2018-04-26,0 days,Europe,Nicosia,100-999,"political behavior, process",ignore,5
Cyprus,2018,2018-05-01,2018-05-01,0 days,Europe,Nicosia,100-999,"political behavior, process",ignore,5
Cyprus,2018,2018-07-06,2018-07-06,0 days,Europe,Nicosia,50-99,"political behavior, process",ignore,5
Cyprus,2018,2018-08-28,2018-08-28,0 days,Europe,Nicosia,5000-10000,"political behavior, process",ignore,5
Cyprus,2018,2018-09-06,2018-09-06,0 days,Europe,Nicosia,100-999,"price increases, tax policy",ignore,5
Bulgaria,2016,2016-11-24,2016-11-24,0 days,Europe,Harmanli,100-999,"political behavior, process",crowd dispersal,5
Bulgaria,2018,2018-01-11,2018-01-11,0 days,Europe,Sofia,50-99,labor wage dispute,ignore,5
Bulgaria,2018,2018-01-11,2018-01-11,0 days,Europe,Sofia,2000-4999,land farm issue,ignore,5
Bulgaria,2018,2018-11-11,2018-11-11,0 days,Europe,national,5000-10000,"price increases, tax policy",ignore,5
Bulgaria,2018,2018-11-29,2018-11-29,0 days,Europe,Sofia,2000-4999,"political behavior, process",ignore,5
Moldova,2016,2016-01-12,2016-04-24,103 days,Europe,Chisinau,50-99,"political behavior, process",ignore,21
Moldova,2016,2016-01-13,2016-01-13,0 days,Europe,Chisinau,2000-4999,"political behavior, process",ignore,21
Moldova,2016,2016-01-14,2016-01-14,0 days,Europe,Chisinau,2000-4999,"political behavior, process",ignore,21
Moldova,2016,2016-01-20,2016-01-20,0 days,Europe,Chisinau,2000-4999,"political behavior, process",crowd dispersal,21
Moldova,2016,2016-01-21,2016-01-21,0 days,Europe,Chisinau,>10000,"political behavior, process",accomodation,21
Moldova,2016,2016-01-22,2016-01-22,0 days,Europe,Constitutional Court and Pulika TV Channel building in Chisinau,2000-4999,"political behavior, process",ignore,21
Moldova,2016,2016-01-23,2016-01-23,0 days,Europe,Chisinau,2000-4999,removal of politician,ignore,21
Moldova,2016,2016-01-24,2016-01-24,0 days,Europe,Chisinau,>10000,removal of politician,crowd dispersal,21
Moldova,2016,2016-01-29,2016-01-29,0 days,Europe,Chisinau,50-99,removal of politician,ignore,21
Moldova,2016,2016-02-04,2016-02-04,0 days,Europe,Chisinau,50-99,"political behavior, process",ignore,21
Moldova,2016,2016-04-24,2016-04-24,0 days,Europe,Chisinau,2000-4999,removal of politician,crowd dispersal,21
Moldova,2016,2016-05-08,2016-05-08,0 days,Europe,Chisinau,50-99,"political behavior, process",ignore,21
Moldova,2016,2016-05-11,2016-05-11,0 days,Europe,Chisinau,50-99,"political behavior, process",ignore,21
Moldova,2016,2016-06-16,2016-06-16,0 days,Europe,Chisinau,1000-1999,"political behavior, process",ignore,21
Moldova,2016,2016-09-30,2016-09-30,0 days,Europe,Chisinau,50-99,"political behavior, process",ignore,21
Moldova,2016,2016-11-14,2016-11-14,0 days,Europe,Chisinau,100-999,"political behavior, process",ignore,21
Moldova,2017,2017-05-01,2017-05-01,0 days,Europe,Chi in u,>10000,labor wage dispute,ignore,21
Moldova,2017,2017-05-14,2017-05-14,0 days,Europe,Chi in u,2000-4999,"political behavior, process",ignore,21
Moldova,2017,2017-07-30,2017-07-30,0 days,Europe,Chi in u,2000-4999,"political behavior, process",ignore,21
Moldova,2017,2017-09-17,2017-09-17,0 days,Europe,Chi in u,2000-4999,"political behavior, process",ignore,21
Moldova,2018,2018-03-24,2018-03-24,0 days,Europe,Chi in u,>10000,"political behavior, process",arrests,21
Romania,2016,2016-02-15,2016-02-15,0 days,Europe,Brasov,100-999,"political behavior, process",ignore,52
Romania,2017,2017-01-12,2017-01-12,0 days,Europe,"Chisinau, Hincesti, Nisporeni, Rezina, Criuleni",50-99,"political behavior, process",ignore,52
Romania,2017,2017-01-22,2017-01-22,0 days,Europe,"Bucharest University Square and Victory Square, National",>10000,"political behavior, process",crowd dispersal,52
Romania,2017,2017-01-31,2017-01-31,0 days,Europe,National,>10000,"political behavior, process",ignore,52
Romania,2017,2017-02-01,2017-02-01,0 days,Europe,"National, Piata Victoriei Bucharest",>10000,"political behavior, process",arrests,52
Romania,2017,2017-02-02,2017-02-02,0 days,Europe,Piata Victoriei Bucharest,>10000,"political behavior, process",ignore,52
Romania,2017,2017-02-03,2017-02-03,0 days,Europe,"National, Piata Victoriei Bucharest",>10000,"political behavior, process",ignore,52
Romania,2017,2017-02-04,2017-02-04,0 days,Europe,"National, Piata Victoriei Bucharest",>10000,"political behavior, process",accomodation,52
